time_resolution,quote_currency,cointegration_test,adf_threshold,distance_threshold,train_window,test_window,model_type,regression_type,spread_type,rolling_window,signal_logic,signal_scaled_enter,signal_discrete_enter,signal_discrete_exit,signal_stop,signal_reenter,signal_reenter_threshold,pair_allocation,pair_allocation_scaling,overall_return
300,USDT,eg,-3.25,0.31,36d 0H 0M 0S,41d 0H 0M 0S,log,ols,rolling,4032,scaled,4,1.05,0.6000000000000001,5.050000000000001,TRUE,1.6,scaled,1.45,4.645880251384144
300,BTC,distance,-2.45,0.21000000000000002,48d 0H 0M 0S,15d 0H 0M 0S,raw,ols,rolling,1152,scaled,4,1.2,0.25,6.550000000000001,TRUE,1.35,weighted,1.1,13.311139205374548
300,BTC,distance,-3.6,0.14,6d 0H 0M 0S,26d 0H 0M 0S,log,ols,rolling,1728,scaled,4,2.6,0.75,3.8,FALSE,0.9500000000000001,weighted,1.55,1.3249746145727408
300,USDT,eg,-3.25,0.27,5d 0H 0M 0S,34d 0H 0M 0S,log,ols,rolling,1440,scaled,2,2.25,0.05,4.3,FALSE,0.35000000000000003,weighted,1.3,2.612047367129186
300,USDT,eg,-2.75,0.3,28d 0H 0M 0S,60d 0H 0M 0S,raw,ols,rolling,5760,scaled,2,1.6,0.4,4.75,FALSE,2,equal,1.15,2.319897656852695
300,USDT,distance,-3.4000000000000004,0.16,7d 0H 0M 0S,40d 0H 0M 0S,raw,ols,rolling,2016,scaled,2,2.7,0.75,5.75,TRUE,1.2000000000000002,equal,1,11.073768057631291
300,BTC,distance,-2.4,0.21000000000000002,4d 0H 0M 0S,35d 0H 0M 0S,log,ols,rolling,1152,scaled,2,2.8,0.15000000000000002,6.800000000000001,FALSE,1.35,weighted,1.15,9.224423854626021
300,USDT,eg,-2.1,0.09,53d 0H 0M 0S,46d 0H 0M 0S,log,ols,rolling,6336,scaled,4,1.35,0.1,5.35,FALSE,1.05,scaled,2,2.6630471223721557
300,BTC,eg,-2.1,0.38,16d 0H 0M 0S,31d 0H 0M 0S,raw,ols,rolling,4608,scaled,4,1,0,6.800000000000001,TRUE,0.1,equal,1.75,6.052676064336159
300,BTC,distance,-2.95,0.3,57d 0H 0M 0S,25d 0H 0M 0S,raw,ols,rolling,16416,scaled,3,1.75,0.45,6.050000000000001,TRUE,0.4,scaled,1.85,3.4086706466401346
300,BTC,distance,-3.5,0.33,51d 0H 0M 0S,24d 0H 0M 0S,log,ols,rolling,1440,scaled,2,2.1,0.65,4.9,FALSE,0.9500000000000001,scaled,1.5,3.5249613669446926
300,USDT,eg,-4,0.19,41d 0H 0M 0S,42d 0H 0M 0S,log,ols,rolling,11808,scaled,4,1.5,0.9500000000000001,5.5,TRUE,0.65,scaled,1.85,3.2101017218521855
300,USDT,distance,-2.75,0.3,16d 0H 0M 0S,54d 0H 0M 0S,raw,ols,rolling,4608,scaled,3,1.5,0.9,6.4,FALSE,1.1500000000000001,weighted,1.7000000000000002,2.72259878585162
300,BTC,distance,-3.4000000000000004,0.28,60d 0H 0M 0S,22d 0H 0M 0S,raw,ols,rolling,10368,scaled,2,1.65,0.1,5.5,FALSE,0.75,weighted,1.3,3.760787219454626
300,BTC,distance,-2.6,0.22000000000000003,53d 0H 0M 0S,38d 0H 0M 0S,raw,ols,rolling,12960,scaled,4,2.75,0.7000000000000001,6.6,FALSE,1.9000000000000001,weighted,1.25,2.2621843894564306
300,USDT,eg,-2.9,0.07,44d 0H 0M 0S,27d 0H 0M 0S,raw,ols,rolling,3456,scaled,4,1.6,0.7000000000000001,4.1,FALSE,0.35000000000000003,weighted,1.6,3.999924144424787
300,BTC,eg,-2.1,0.38,46d 0H 0M 0S,28d 0H 0M 0S,raw,ols,rolling,13248,scaled,3,1,0,5.300000000000001,FALSE,0.15000000000000002,weighted,1.85,2.767534108973533
300,BTC,eg,-2.55,0.14,49d 0H 0M 0S,18d 0H 0M 0S,raw,ols,rolling,14112,scaled,4,1.5,0.6000000000000001,5.4,TRUE,2,scaled,1.3,3.038829794255484
300,USDT,distance,-3.6500000000000004,0.14,42d 0H 0M 0S,5d 0H 0M 0S,raw,ols,rolling,10080,scaled,4,1.65,0.65,4.15,FALSE,0.55,weighted,1.3,3.0361560860342034
300,BTC,eg,-2.25,0.28,21d 0H 0M 0S,24d 0H 0M 0S,log,ols,rolling,6048,scaled,2,2.35,1,6.4,TRUE,1.3,weighted,1.45,5.052715660364534
300,BTC,distance,-2.15,0.25,23d 0H 0M 0S,34d 0H 0M 0S,log,ols,rolling,6624,scaled,4,2.35,0.4,5.7,FALSE,0.25,equal,1.75,2.0471088872178687
300,USDT,distance,-3.5,0.24,59d 0H 0M 0S,56d 0H 0M 0S,raw,ols,rolling,15840,scaled,3,2.7,0.5,6.35,FALSE,0.7000000000000001,scaled,2,5.7210556079728185
300,USDT,eg,-3.25,0.08,40d 0H 0M 0S,46d 0H 0M 0S,raw,ols,rolling,11520,scaled,2,2,0.5,4.6,FALSE,1.8,equal,1.9500000000000002,1.7274955358058728
300,USDT,eg,-2.95,0.24,32d 0H 0M 0S,10d 0H 0M 0S,log,ols,rolling,9216,scaled,2,1.35,0,5.2,TRUE,1.5,weighted,1.9500000000000002,5.498147342215578
300,USDT,distance,-2.05,0.14,37d 0H 0M 0S,40d 0H 0M 0S,raw,ols,rolling,9504,scaled,4,2.6,0.8,3.35,FALSE,1.6,scaled,1,0.9244341402786194
300,BTC,distance,-2.35,0.28,26d 0H 0M 0S,33d 0H 0M 0S,raw,ols,rolling,3168,scaled,2,2.85,0.35000000000000003,4.9,FALSE,0.8,weighted,1,2.9711521766997926
300,USDT,eg,-2.75,0.11,8d 0H 0M 0S,26d 0H 0M 0S,log,ols,rolling,2304,scaled,4,1.8,0.15000000000000002,3.75,FALSE,0.7000000000000001,weighted,1.75,1.6408767343369128
300,BTC,distance,-2.4,0.19,16d 0H 0M 0S,50d 0H 0M 0S,log,ols,rolling,4608,scaled,4,1.55,0.05,6.6,FALSE,0.55,scaled,1.2,2.6114688018666095
300,BTC,distance,-3.8,0.08,9d 0H 0M 0S,49d 0H 0M 0S,log,ols,rolling,2592,scaled,3,2.9000000000000004,0.6000000000000001,4.1,TRUE,0.8500000000000001,equal,1.75,3.7775137995606167
300,BTC,distance,-3.05,0.33,49d 0H 0M 0S,37d 0H 0M 0S,raw,ols,rolling,14112,scaled,4,2.35,1,4.5,FALSE,0.6000000000000001,equal,1.2,1.9088736005156728
300,USDT,distance,-2.5,0.4,16d 0H 0M 0S,31d 0H 0M 0S,log,ols,rolling,4608,scaled,4,1.8,0.05,3.4,TRUE,0.35000000000000003,scaled,1.35,3.0474875833797035
300,USDT,eg,-3.7,0.19,3d 0H 0M 0S,41d 0H 0M 0S,raw,ols,rolling,864,scaled,4,2.2,0.8500000000000001,5.4,TRUE,0.5,weighted,1.9500000000000002,222.49688325552185
300,BTC,distance,-3.2,0.16,33d 0H 0M 0S,29d 0H 0M 0S,log,ols,rolling,9504,scaled,4,1.05,0.55,5.6,TRUE,0.6000000000000001,equal,1.45,1.7830303650098223
300,USDT,eg,-3.1,0.13,44d 0H 0M 0S,7d 0H 0M 0S,log,ols,rolling,12672,scaled,2,1.35,0.75,6.75,TRUE,1.3,weighted,1.55,4.307621672597478
300,BTC,distance,-3,0.22999999999999998,5d 0H 0M 0S,41d 0H 0M 0S,log,ols,rolling,1440,scaled,3,2.6,0,4,TRUE,1.75,scaled,1.05,7.005541402684915
300,BTC,distance,-3.1,0.09,6d 0H 0M 0S,43d 0H 0M 0S,raw,ols,rolling,1728,scaled,4,1.25,0,6.5,FALSE,0.65,equal,1.3,6.524958046922914
300,BTC,eg,-2.6,0.27,49d 0H 0M 0S,22d 0H 0M 0S,raw,ols,rolling,8928,scaled,4,1.9500000000000002,0.55,5,TRUE,0.25,scaled,1.5,6.557986751375908
300,BTC,eg,-2.55,0.18,27d 0H 0M 0S,28d 0H 0M 0S,raw,ols,rolling,7776,scaled,4,2.8,0.9,5.300000000000001,TRUE,2,weighted,1.1,4.769425586891792
300,BTC,distance,-2.75,0.15000000000000002,8d 0H 0M 0S,9d 0H 0M 0S,raw,ols,rolling,2304,scaled,2,1.2,0.25,6.95,FALSE,0.2,scaled,1.15,11.892158279226056
300,BTC,distance,-3.25,0.19,38d 0H 0M 0S,27d 0H 0M 0S,log,ols,rolling,7776,scaled,3,2.4000000000000004,0.2,4.75,TRUE,1.85,equal,1.2,2.156059940363894
300,BTC,eg,-2.15,0.26,13d 0H 0M 0S,29d 0H 0M 0S,log,ols,rolling,3744,scaled,2,1.55,0.30000000000000004,5.15,TRUE,0.30000000000000004,weighted,1.8,5.430388832698709
300,BTC,eg,-2.35,0.37,49d 0H 0M 0S,45d 0H 0M 0S,raw,ols,rolling,7200,scaled,4,1.9500000000000002,0.15000000000000002,5.65,FALSE,0.65,scaled,1.85,4.504728035268111
300,USDT,distance,-3.25,0.12000000000000001,54d 0H 0M 0S,20d 0H 0M 0S,log,ols,rolling,11520,scaled,4,1.6,1,4,FALSE,2,weighted,1.25,1.0301586489658165
300,USDT,eg,-2.7,0.39,51d 0H 0M 0S,8d 0H 0M 0S,raw,ols,rolling,7776,scaled,3,1.8,0.1,5.85,TRUE,1.2000000000000002,scaled,1.1,5.785476540730792
300,BTC,eg,-3.35,0.38,49d 0H 0M 0S,49d 0H 0M 0S,log,ols,rolling,14112,scaled,4,2.25,0.15000000000000002,4.6,FALSE,1.6,equal,1,1.7108876666366915
300,BTC,distance,-2,0.19,32d 0H 0M 0S,53d 0H 0M 0S,log,ols,rolling,6912,scaled,4,2.25,0.05,6.65,TRUE,0.1,weighted,1.75,3.1831989147949953
300,BTC,distance,-3.45,0.09,16d 0H 0M 0S,21d 0H 0M 0S,raw,ols,rolling,4608,scaled,2,1.1,0.05,4.5,FALSE,1.75,equal,1.2,2.9254761448597417
300,USDT,distance,-2,0.12000000000000001,10d 0H 0M 0S,16d 0H 0M 0S,raw,ols,rolling,2880,scaled,2,1.25,0.2,4.65,TRUE,0.30000000000000004,equal,1.35,6.258281396198579
300,USDT,eg,-3,0.33,7d 0H 0M 0S,32d 0H 0M 0S,raw,ols,rolling,2016,scaled,2,2.9000000000000004,0.9500000000000001,6.95,FALSE,1.75,scaled,1.7000000000000002,7.8184474265469825
300,USDT,eg,-3.9000000000000004,0.22000000000000003,27d 0H 0M 0S,31d 0H 0M 0S,raw,ols,rolling,7776,scaled,3,1.5,0.6000000000000001,4.7,FALSE,0.7000000000000001,scaled,1.2,5.574812106796993
300,USDT,eg,-2.65,0.25,60d 0H 0M 0S,56d 0H 0M 0S,log,ols,rolling,4320,scaled,3,1.35,0.65,5.25,TRUE,1.9500000000000002,scaled,1.55,6.276272532426089
300,USDT,distance,-2.55,0.2,18d 0H 0M 0S,6d 0H 0M 0S,log,ols,rolling,1440,scaled,4,1.5,0.8,4.75,FALSE,0.8500000000000001,equal,1.7000000000000002,4.802597723172059
300,USDT,distance,-2.65,0.28,7d 0H 0M 0S,48d 0H 0M 0S,raw,ols,rolling,2016,scaled,2,2.1,0.8500000000000001,5.2,FALSE,0.45,equal,1.05,5.283535701824024
300,BTC,eg,-3.8,0.25,13d 0H 0M 0S,37d 0H 0M 0S,raw,ols,rolling,2592,scaled,3,1.1,0.7000000000000001,6.4,FALSE,0.9,scaled,1.55,7.7336472405727
300,BTC,eg,-2.85,0.35,24d 0H 0M 0S,53d 0H 0M 0S,raw,ols,rolling,6912,scaled,4,1.9500000000000002,0.7000000000000001,6.45,TRUE,1.7000000000000002,equal,1.1,3.044615755216142
300,USDT,distance,-2.8,0.37,16d 0H 0M 0S,33d 0H 0M 0S,raw,ols,rolling,4608,scaled,2,2.4000000000000004,0.7000000000000001,6.800000000000001,TRUE,0.65,equal,1.8,6.267031379839679
300,USDT,distance,-2.4,0.19,23d 0H 0M 0S,17d 0H 0M 0S,log,ols,rolling,3168,scaled,2,2.9000000000000004,0.15000000000000002,3.45,FALSE,1.1500000000000001,scaled,1.2,3.0564757945529304
300,USDT,distance,-2.05,0.21000000000000002,17d 0H 0M 0S,7d 0H 0M 0S,log,ols,rolling,4896,scaled,2,1.6,0.05,5.800000000000001,TRUE,0.25,weighted,1.75,5.264290943034156
300,USDT,eg,-3.9000000000000004,0.2,27d 0H 0M 0S,33d 0H 0M 0S,raw,ols,rolling,7776,scaled,4,1.15,0.55,4.3,TRUE,1.6500000000000001,equal,1.8,3.7456065680559347
300,USDT,distance,-3.1,0.26,58d 0H 0M 0S,36d 0H 0M 0S,log,ols,rolling,6336,scaled,2,3,0.2,5.9,FALSE,1.9500000000000002,equal,1.35,2.863046469222227
300,USDT,distance,-2.9,0.33999999999999997,33d 0H 0M 0S,34d 0H 0M 0S,log,ols,rolling,4032,scaled,4,2.5,0.35000000000000003,4.05,TRUE,1.85,scaled,1.3,3.643317911139767
300,BTC,distance,-3.1500000000000004,0.32,44d 0H 0M 0S,51d 0H 0M 0S,log,ols,rolling,2592,scaled,4,1.9,0.5,5.4,FALSE,0.5,weighted,1.85,2.08052686884699
300,USDT,eg,-2.4,0.16999999999999998,58d 0H 0M 0S,51d 0H 0M 0S,raw,ols,rolling,7488,scaled,3,1.05,0.8500000000000001,4.2,FALSE,1.4000000000000001,equal,1.9500000000000002,1.8988634542552052
300,BTC,eg,-3.25,0.16,23d 0H 0M 0S,11d 0H 0M 0S,log,ols,rolling,6624,scaled,4,2.45,0.7000000000000001,5.85,TRUE,0.75,equal,1.05,3.5195700108198325
300,BTC,eg,-2.25,0.33999999999999997,39d 0H 0M 0S,59d 0H 0M 0S,log,ols,rolling,11232,scaled,3,2.6500000000000004,0.9500000000000001,4.2,FALSE,1.7000000000000002,scaled,1.15,1.7333851179620596
300,BTC,eg,-2.85,0.33999999999999997,16d 0H 0M 0S,6d 0H 0M 0S,raw,ols,rolling,3744,scaled,3,2.3,0.55,3.35,TRUE,1.6500000000000001,equal,1.9,7.628758825553228
300,BTC,distance,-3.5,0.21000000000000002,30d 0H 0M 0S,45d 0H 0M 0S,log,ols,rolling,8640,scaled,2,2.9000000000000004,0.30000000000000004,6.1,FALSE,0.25,scaled,1.6,1.6436427084738074
300,USDT,distance,-3.4000000000000004,0.39,37d 0H 0M 0S,26d 0H 0M 0S,raw,ols,rolling,4320,scaled,2,2.35,0.1,6.45,FALSE,0.8,scaled,1.45,6.860734764479029
300,USDT,eg,-2.15,0.39,13d 0H 0M 0S,51d 0H 0M 0S,log,ols,rolling,3744,scaled,3,1.85,0.45,5.65,TRUE,1.85,scaled,1.75,5.839164690504607
300,USDT,distance,-2.2,0.11,23d 0H 0M 0S,7d 0H 0M 0S,raw,ols,rolling,6624,scaled,3,1.25,0.1,6.85,TRUE,0.65,weighted,1.9500000000000002,20.975773118426485
300,USDT,distance,-4,0.16,23d 0H 0M 0S,7d 0H 0M 0S,log,ols,rolling,6624,scaled,4,1.9,0.2,4.55,FALSE,0.65,equal,1.45,2.705499115925752
300,BTC,distance,-2.05,0.35,10d 0H 0M 0S,20d 0H 0M 0S,log,ols,rolling,1152,scaled,2,1.3,0.4,5.35,FALSE,0,weighted,1.05,2.1955596674882076
300,BTC,distance,-3.5,0.2,9d 0H 0M 0S,40d 0H 0M 0S,raw,ols,rolling,2592,scaled,4,1.9,0.5,5.6,TRUE,0.4,scaled,1.9500000000000002,3.567635317173936
300,BTC,distance,-2.65,0.25,37d 0H 0M 0S,52d 0H 0M 0S,raw,ols,rolling,10656,scaled,4,1.3,0.45,5.1,TRUE,0.55,scaled,1.05,1.177581046829163
300,USDT,distance,-2.1,0.12000000000000001,54d 0H 0M 0S,22d 0H 0M 0S,log,ols,rolling,13824,scaled,3,3,0.8,4.15,FALSE,1.75,equal,1.9,1.1707709207121044
300,BTC,distance,-3.3,0.19,34d 0H 0M 0S,51d 0H 0M 0S,log,ols,rolling,4896,scaled,2,1.85,0.8500000000000001,3.2,FALSE,0.1,weighted,1,0.9604322671373005
300,BTC,distance,-3.95,0.25,12d 0H 0M 0S,58d 0H 0M 0S,log,ols,rolling,3456,scaled,3,1,0.45,3.3,FALSE,0.35000000000000003,weighted,1.55,1.0765337844789713
300,USDT,distance,-2.7,0.38,46d 0H 0M 0S,56d 0H 0M 0S,raw,ols,rolling,2304,scaled,2,1.05,0.1,7,TRUE,1.9500000000000002,scaled,1.7000000000000002,28.97105941178368
